Cota;Afluencia;Defluencia;VazaoNatural;VazaoIncremental;VolumeUtil
734,89;39;15;49,48;49,48;76,17
735,05;57;15;67,48;67,48;78,34
735,14;36;15;46,48;46,48;79,57
735,2;27;15;37,48;37,48;80,38
735,23;18;15;28,48;28,48;80,79
735,24;13;15;23,81;23,48;80,92
735,24;9;15;21,27;19,47;80,92
735,23;7;15;19,07;17,47;80,79
735,22;7;15;17,26;17,46;80,65
735,21;7;15;16,66;17,46;80,52
735,21;4;15;16,46;14,46;80,52
735,17;6;15;16,05;16,45;79,97
735,16;6;15;15,45;16,45;79,84
735,13;5;15;16,84;15,44;79,43
735,11;4;15;18,24;14,44;79,16
735,11;11;15;19,38;21,43;79,16
735,12;13;15;22,33;23,43;79,29
735,12;11,72;15;22,14;22,14;79,29
735,18;27,21;15;37,63;37,63;80,11
735,18;9,86;15;20,27;20,27;80,11
735,22;21,8;15;25,3;32,21;80,65
735,23;13;15;23,94;23,41;80,79
735,23;15;15;26,36;25,4;80,79
735,24;13;15;20,4;23,4;80,92
735,23;7;15;19,59;17,39;80,79
735,22;7;15;18,78;17,38;80,65
735,22;9;15;16,98;19,38;80,65
735,21;6;15;16,97;16,37;80,52
735,19;4;15;16,97;14,37;80,24
735,18;7;15;16,56;17,36;80,11
735,17;7;15;16,56;17,36;79,97
735,16;7;15;17,15;17,35;79,84
735,15;6;15;17,74;16,34;79,7
735,14;7;15;17,14;17,34;79,57
735,14;10;15;17,13;20,33;79,57
735,12;9;15;21,73;19,33;79,29
735,11;12;15;20,52;22,32;79,16
735,09;6;15;16,12;16,32;78,88
735,06;5;15;16,71;15,31;78,48
735,05;7;15;17,71;17,31;78,34
735,04;7;15;20,51;17,31;78,2
735,02;12;15;22,1;22,3;77,93
735,07;20;15;22,7;30,3;78,61
735,08;13;15;22,63;23,29;78,75
735,08;10;15;23,96;20,29;78,75
735,07;6,69;15;22,55;16,97;78,61
735,1;18,66;15;22,09;28,94;79,02
735,11;12,99;15;22,01;23,27;79,16
735,11;10,72;15;21,57;21;79,16
735,1;9,6;15;19,37;19,87;79,02
735,08;4,48;15;17,53;14,76;78,75
735,07;7,69;15;17,96;17,96;78,61
735,13;29;15;39,27;39,27;79,43
735,29;57;15;67,27;67,27;81,61
735,4;44;15;54,27;54,27;83,11
735,5;41;15;51,27;51,27;84,48
735,56;30;15;40,27;40,27;85,31
735,61;27;15;37,28;37,28;85,99
735,63;18;15;28,28;28,28;86,26
735,64;15;15;25,28;25,28;86,4
735,69;27;15;37,28;37,28;87,09
735,71;19;15;29,29;29,29;87,37
735,72;18;15;26,63;28,29;87,5
735,71;12;15;28,3;22,3;87,37
735,72;22;15;29,3;32,3;87,5
735,74;19;15;29,51;29,31;87,78
735,77;24;15;30,98;34,32;88,19
735,78;19;15;29,32;29,32;88,33
735,78;25;15;35,33;35,33;88,33
735,81;19;15;29,33;29,33;88,74
735,8;10;15;27,01;20,34;88,6
735,82;21;15;31,35;31,35;88,88
735,84;25;15;35,35;35,35;89,16
735,84;12,48;15;22,84;22,84;89,16
735,85;18,02;15;23,65;28,39;89,3
735,85;9,35;15;22,75;19,72;89,3
735,82;12,58;15;22,16;22,96;88,88
735,82;9,45;15;21,1;19,84;88,88
735,78;9,47;15;23,64;19,87;88,33
735,77;12,69;15;25,53;23,1;88,19
735,79;22;15;26,65;32,42;88,47
735,81;22;15;27,76;32,42;88,74
735,81;15;15;27,83;25,43;88,74
735,81;15;15;25,84;25,44;88,74
735,81;13;15;25,25;23,45;88,74
735,79;12;15;26,45;22,45;88,47
735,8;19;15;26,46;29,46;88,6
735,82;21;15;27,47;31,47;88,88
735,82;15;15;27,47;25,47;88,88
735,83;18;15;26,28;28,48;89,02
735,82;12;15;24,08;22,48;88,88
735,81;13;15;23,69;23,49;88,74
735,78;10;15;22,09;20,49;88,33
735,78;13;15;22,3;23,5;88,33
735,76;10;15;22,7;20,5;88,05
735,75;13;15;22,7;23,5;87,92
735,75;15;15;21,3;25,5;87,92
735,73;10;15;21,31;20,51;87,64
735,7;6;15;19,17;16,51;87,23
735,68;10;15;20,51;20,51;86,95
735,71;25;15;35,51;35,51;87,37
735,73;21;15;31,51;31,51;87,64
735,78;30;15;40,51;40,51;88,33
735,82;27;15;37,51;37,51;88,88
735,87;34;15;44,51;44,51;89,57
735,89;22;15;32,51;32,51;89,85
735,91;21;15;31,5;31,5;90,13
735,99;39;15;49,5;49,5;91,23
736,09;42;15;52,5;52,5;92,62
736,08;41;15;51,5;51,5;92,48
735,97;34;40;44,49;44,49;90,95
735,78;34;69;44,48;44,48;88,33
735,65;26;69;36,47;36,47;86,54
735,52;23;45;23;23;84,76
735,53;49;15;49;49;84,89
735,53;37,91;15;37,91;37,91;84,89
735,52;35,81;15;35,81;35,81;84,76
735,5;37,05;15;47,48;47,48;84,48
735,51;18,61;15;29,04;29,04;84,62
735,5;12,69;15;24,09;23,11;84,48
735,48;9,7;15;20,12;20,12;84,21
735,53;30;15;40,41;40,41;84,89
735,56;57;15;67,41;67,41;85,31
735,57;53;15;63,4;63,4;85,44
735,55;49;15;59,39;59,39;85,17
735,52;39;15;49,39;49,39;84,76
735,57;30;15;40,38;40,38;85,44
735,62;31;15;41,38;41,38;86,13
735,66;27;15;37,37;37,37;86,68
735,71;30;15;40,36;40,36;87,37
735,74;24;15;34,36;34,36;87,78
735,74;15;15;27,36;25,36;87,78
735,73;12;15;25,35;22,35;87,64
735,73;12;15;22,35;22,35;87,64
735,7;12;15;22,48;22,34;87,23
735,69;9;15;22,42;19,34;87,09
735,69;15,7;15;22,57;26,04;87,09
735,68;11,69;15;23,73;22,03;86,95
735,67;12,78;15;23,12;23,12;86,82
735,67;42,93;15;53,26;53,26;86,82
735,68;54,4;15;64,74;64,74;86,95
735,64;52,56;15;62,9;62,9;86,4
735,6;43,48;15;53,81;53,81;85,85
735,56;19;15;29,33;29,33;85,31
735,52;10;15;23,34;20,34;84,76
735,48;10;15;22,14;20,34;84,21
735,46;10;15;20,74;20,34;83,93
735,44;10;15;21,34;20,34;83,66
735,43;12;15;22,95;22,35;83,52
735,42;13;15;23,95;23,35;83,38
735,42;18;15;24,36;28,36;83,38
735,44;15;15;23,76;25,36;83,66
735,43;12;15;24,37;22,37;83,52
735,41;9;15;23,17;19,37;83,25
735,4;16;15;22,58;26,38;83,11
735,39;12;15;22,59;22,39;82,97
735,38;12;15;22,39;22,39;82,84
735,37;12;15;22,4;22,4;82,7
735,48;47;15;57,41;57,41;84,21
735,54;33;15;43,42;43,42;85,03
735,66;51;13;61,43;61,43;86,68
735,64;47;15;57,44;57,44;86,4
735,6;73;15;83,44;83,44;85,85
735,58;53;15;63,45;63,45;85,58
735,55;41,17;15;51,63;51,63;85,17
735,56;23,4;15;33,87;33,87;85,31
735,56;23,5;15;31,85;33,98;85,31
735,6;17,21;15;29,75;27,7;85,85
735,6;14,3;15;28,12;24,8;85,85
735,61;17,91;15;26,31;28,41;85,99
735,61;15;15;25,35;25,51;85,99
735,62;18;15;23,1;28,52;86,13
735,6;9;15;23,72;19,52;85,85
735,56;3;15;21,53;13,53;85,31
735,58;21;15;31,53;31,53;85,58
735,68;45;15;55,54;55,54;86,95
735,67;12;15;22,55;22,55;86,82
735,65;9;15;18,55;19,56;86,54
735,61;44;15;54,56;54,56;85,99
735,57;27;15;37,56;37,56;85,44
735,59;23;15;33,57;33,57;85,71
735,62;24;15;34,58;34,58;86,13
735,73;48;15;58,59;58,59;87,64
735,86;88;15;98,6;98,6;89,43
735,84;72;15;82,6;82,6;89,16
735,82;49;15;59,6;59,6;88,88
735,8;27;15;37,61;37,61;88,6
735,81;18;15;28,61;28,61;88,74
735,82;18;15;27,62;28,62;88,88
735,82;15;15;26,22;25,62;88,88
735,81;12;15;25,03;22,63;88,74
735,81;15;15;23,83;25,63;88,74
735,8;12;15;22,63;22,63;88,6
735,79;12;15;24,84;22,64;88,47
735,77;9;15;24,84;19,64;88,19
735,8;23;15;26,04;33,64;88,6
735,8;15;15;27,05;25,65;88,6
735,81;18;15;28,45;28,65;88,74
735,82;17;15;27,05;27,65;88,88
735,84;16;15;25,26;26,66;89,16
735,84;16;15;24,06;26,66;89,16
735,84;6;15;23,06;16,66;89,16
735,82;12;15;21,66;22,66;88,88
735,8;12;15;20,26;22,66;88,6
735,79;9;15;21,48;19,66;88,47
735,77;9;15;20,86;19,66;88,19
735,76;12;15;20,06;22,67;88,05
735,74;9;15;19,87;19,67;87,78
735,72;8;15;19,67;18,67;87,5
735,7;8;15;18,96;18,67;87,23
735,67;8;15;18,96;18,67;86,82
735,65;8,46;15;18,56;19,13;86,54
735,63;9;15;18,56;19,67;86,26
735,62;6;15;18,96;16,67;86,13
735,61;8;15;17,87;18,67;85,99
735,6;10;15;17,66;20,66;85,85
735,57;3;15;17,86;13,66;85,44
735,55;8;15;17,86;18,66;85,17
735,53;7;15;17,46;17,66;84,89
735,51;8;15;18,46;18,66;84,62
735,48;8;15;17,86;18,66;84,21
735,46;8;15;18,06;18,66;83,93
735,44;5;15;18,06;15,66;83,66
735,41;8;15;18,06;18,66;83,25
735,4;8;15;17,65;18,65;83,11
735,38;8;15;17,52;18,65;82,84
735,36;6;15;17,03;16,65;82,56
735,33;4,32;15;16,39;14,97;82,16
735,3;5,56;15;16,4;16,2;81,74
735,27;4,84;15;16,17;15,49;81,34
735,26;8,05;15;16,78;18,7;81,2
735,25;4,83;15;16,96;15,47;81,06
735,23;7,4;15;16,79;18,05;80,79
735,22;6,45;15;15,98;17,09;80,65
735,2;4;15;15,81;14,64;80,38
735,19;4;15;15,53;14,64;80,24
735,18;4;15;15,84;14,64;80,11
735,18;6;15;16,64;16,64;80,11
735,17;8;13;16,64;18,64;79,97
735,16;8;15;17,04;18,64;79,84
735,15;4;15;16,84;14,64;79,7
735,14;6;15;16,44;16,64;79,57
735,13;5;15;16,24;15,64;79,43
735,12;6;15;16,24;16,64;79,29
735,11;7;15;16,44;17,64;79,16
735,1;4;15;16,84;14,64;79,02
735,09;7;15;16,44;17,64;78,88
735,07;7;15;17,44;17,64;78,61
735,06;4;15;18,44;14,64;78,48
735,07;12;15;18,97;22,64;78,61
735,07;9;15;19,64;19,64;78,61
735,12;25;15;35,64;35,64;79,29
735,15;17;15;27,65;27,65;79,7
735,2;17;15;27,65;27,65;80,38
735,29;44;15;54,66;54,66;81,61
735,37;30;15;40,66;40,66;82,7
735,43;26;15;36,67;36,67;83,52
735,45;14;15;24,67;24,67;83,79
735,48;17;15;24;27,67;84,21
735,48;9;15;22,47;19,67;84,21
735,49;11;15;21,27;21,67;84,34
735,49;8;15;19,87;18,67;84,34
735,49;8;15;19,34;18,67;84,34
735,49;10;15;20,67;20,67;84,34
735,57;28;15;38,68;38,68;85,44
735,59;14;15;24,68;24,68;85,71
735,7;41;15;51,68;51,68;87,23
735,75;26;15;36,68;36,68;87,92
735,79;24;15;34,68;34,68;88,47
735,88;40;15;50,69;50,69;89,71
736,04;60;15;70,69;70,69;91,92
736,18;56;15;66,7;66,7;93,86
736,27;36;15;46,7;46,7;95,12
736,31;24;15;34,7;34,7;95,67
736,32;16;15;28,36;26,7;95,81
736,32;13;15;25,9;23,7;95,81
736,32;13;15;23,29;23,69;95,81
736,31;10;15;22,09;20,69;95,67
736,3;11;15;22,08;21,69;95,53
736,29;10;15;21,48;20,68;95,39
736,28;13;15;21,68;23,68;95,25
736,27;10;15;21,47;20,67;95,12
736,26;11;15;21,07;21,67;94,97
736,26;10;15;20,46;20,66;94,97
736,26;8;15;21,26;18,66;94,97
736,25;10;13;21,45;20,65;94,84
736,25;14;15;21,64;24,64;94,84
736,24;12;15;22,24;22,64;94,7
736,23;11;15;22,43;21,63;94,56
736,23;11;15;21,23;21,63;94,56
736,21;11;15;20,42;21,62;94,28
736,19;8;15;19,82;18,62;94
736,18;8;15;19,35;18,61;93,86
736,16;8;15;18,75;18,6;93,59
736,14;8,72;15;19,34;19,32;93,31
736,12;8;15;19,34;18,59;93,03
736,11;11;15;19,33;21,58;92,89
736,11;8;15;19,18;18,58;92,89
736,08;8;15;19,17;18,57;92,48
736,06;8;15;18,57;18,57;92,2
736,03;8;15;18,56;18,56;91,79
736,01;8;15;18,56;18,56;91,51
735,99;8;15;18,56;18,56;91,23
735,97;8;15;18,55;18,55;90,95
735,95;8;15;18,55;18,55;90,68
735,93;8;15;18,54;18,54;90,4
735,91;8;15;18,54;18,54;90,13
735,89;8;15;18,54;18,54;89,85
735,87;8;15;19,73;18,53;89,57
735,85;8;15;20,33;18,53;89,3
735,85;14;15;20,13;24,53;89,3
735,84;11;15;19,93;21,53;89,16
735,82;7;15;19,92;17,53;88,88
735,8;7;15;18,52;17,52;88,6
735,78;8;15;17,92;18,52;88,33
735,76;7;15;18,52;17,52;88,05
735,74;8;15;18,51;18,52;87,78
735,73;10;15;18,35;20,52;87,64
735,71;6,95;15;18,43;17,47;87,37
735,69;7,22;15;18,18;17,74;87,09
735,67;7,39;15;16,92;17,91;86,82
735,65;6,76;15;16,79;17,28;86,54
735,63;3,67;15;16,58;14,19;86,26
735,61;6,32;15;16,89;16,84;85,99
735,59;6,14;15;17,13;16,66;85,71
735,58;8,93;15;17,8;19,45;85,58
735,55;8;15;17,74;18,52;85,17
735,53;7;15;17,91;17,52;84,89
735,51;6;15;17,72;16,52;84,62
735,49;7;15;17,32;17,53;84,34
735,47;8;15;17,33;18,53;84,07
735,45;6;15;17,53;16,53;83,79
735,44;7;15;17,33;17,53;83,66
735,42;7;15;17,33;17,53;83,38
735,4;6;15;17,53;16,53;83,11
735,38;8;15;17,53;18,53;82,84
735,36;7;15;17,73;17,53;82,56
735,34;7;15;17,13;17,53;82,29
735,32;8;15;17,13;18,53;82,02
735,29;3;15;17,13;13,54;81,61
735,27;8;13;16,94;18,54;81,34
735,25;7;15;18,54;17,54;81,06
735,23;6;15;20,14;16,54;80,79
735,25;16;15;21,74;26,54;81,06
735,24;11;15;24,87;21,54;80,92
735,26;16;15;26,54;26,54;81,2
735,36;38;15;48,54;48,54;82,56
735,4;22;15;32,54;32,54;83,11
735,41;18;15;27,54;28,54;83,25
735,41;11;15;24,54;21,54;83,25
735,39;8;15;21,74;18,54;82,97
735,38;11;15;19,14;21,54;82,84
735,36;8;15;18,54;18,54;82,56
735,33;5;15;18,13;15,53;82,16
735,31;8;15;18,33;18,53;81,88
735,29;6;15;18,53;16,53;81,61
735,29;12;15;18,73;22,53;81,61
735,29;9;15;19,13;19,53;81,61
735,27;6;15;19,72;16,52;81,34
735,24;10;15;19,32;20,52;80,92
735,24;9;15;20,12;19,52;80,92
735,23;10;15;21,32;20,52;80,79
735,25;13;15;21,31;23,51;81,06
735,23;12;15;20,31;22,51;80,79
735,22;10;15;20,31;20,51;80,65
735,19;4;15;19,3;14,5;80,24
735,18;10;15;17,7;20,5;80,11
735,16;8;15;17,3;18,5;79,84
735,13;4;15;17,89;14,49;79,43
735,11;8;15;16,69;18,49;79,16
735,09;7;15;15,89;17,49;78,88
735,06;4;15;16,68;14,48;78,48
735,03;4;15;17,68;14,48;78,07
735,01;8;15;17,47;18,47;77,79
735,01;13;15;18,47;23,47;77,79
734,99;6;15;19,26;16,46;77,53
734,99;9;15;18,86;19,46;77,53
734,97;8;15;17,45;18,46;77,26
734,95;6;15;17,45;16,45;76,99
734,94;6;15;16,71;16,45;76,85
734,91;6;15;16,14;16,44;76,44
734,89;5,33;15;15,93;15,76;76,17
734,88;5,16;15;15,82;15,59;76,03
734,87;4,99;15;15,79;15,41;75,9
734,86;5,49;15;15,93;15,91;75,77
734,85;5,86;15;15,69;16,27;75,63
734,84;6,05;15;15,69;16,46;75,5
734,83;4;15;17,18;14,4;75,36
734,82;5;15;18,41;15,4;75,23
734,84;13;15;18,79;23,39;75,5
734,85;12;15;20,39;22,39;75,63
734,85;8;15;20,38;18,38;75,63
734,85;12;15;19,38;22,38;75,63
734,85;5;15;17,97;15,37;75,63
734,85;8;15;17,37;18,37;75,63
734,84;5;15;15,96;15,36;75,5
734,83;5;15;16,15;15,35;75,36
734,82;5;15;17,55;15,35;75,23
734,81;6;15;18,94;16,34;75,09
734,83;15;15;20,34;25,34;75,36
734,84;12;15;21,33;22,33;75,5
734,85;12;15;22,13;22,33;75,63
734,85;10;15;19,92;20,32;75,63
734,85;10;15;18,92;20,32;75,63
734,83;4;15;17,71;14,31;75,36
734,82;7;15;17,91;17,31;75,23
734,81;6;15;17,1;16,3;75,09
734,82;11;15;18,1;21,3;75,23
734,82;6;15;18,5;16,3;75,23
734,81;10;15;21,09;20,29;75,09
734,81;9;15;20,89;19,29;75,09
734,82;15;15;21,89;25,29;75,23
734,83;9;15;21,68;19,28;75,36
734,85;15;15;21,08;25,28;75,63
734,85;9;15;19,08;19,28;75,63
734,84;6;15;18,28;16,28;75,5
734,83;5;15;16,48;15,28;75,36
734,83;5;15;15,87;15,27;75,36
734,81;6;15;17,27;16,27;75,09
734,8;6;15;17,87;16,27;74,96
734,81;13;15;18,07;23,27;75,09
734,81;8;15;18,47;18,27;75,09
734,81;6;15;19,08;16,27;75,09
734,8;8;15;17,08;18,28;74,96
734,8;9;15;19,68;19,28;74,96
734,79;3;15;21,88;13,28;74,82
734,81;21;15;23,88;31,28;75,09
734,85;17;15;24,69;27,29;75,63
734,88;18;15;27,89;28,29;76,03
734,89;13;15;27,5;23,3;76,17
734,93;19;15;27,9;29,3;76,71
734,97;19;15;28,91;29,31;77,26
734,99;19;15;30,51;29,31;77,53
735,04;23;15;30,12;33,32;78,2
735,06;21;15;29,12;31,32;78,48
735,08;17;15;28,13;27,33;78,75
735,08;14;15;25,73;24,33;78,75
735,07;14;15;22,74;24,34;78,61
735,05;11;15;21,55;21,35;78,34
735,03;6;15;20,35;16,35;78,07
735,02;11;15;18,96;21,36;77,93
734,99;8;15;18,57;18,37;77,53
734,97;7;15;19,11;17,37;77,26
734,95;9;15;19,31;19,38;76,99
734,93;8,67;15;21,28;19,06;76,71
734,92;11,98;15;21,67;22,37;76,58
734,92;17,8;15;22,08;28,21;76,58
734,91;8,91;15;22,15;19,32;76,44
734,9;11;15;22,16;21,42;76,31
734,88;9;15;21,41;19,42;76,03
734,87;12;15;21,83;22,43;75,9
734,87;14;15;20,84;24,44;75,9
734,86;11;15;21,44;21,44;75,77
734,83;6;15;20,85;16,45;75,36
734,82;12;15;20,25;22,45;75,23
734,8;9;15;19,86;19,46;74,96
734,79;11;15;21,86;21,46;74,82
734,77;9;15;22,46;19,46;74,55
734,77;16;15;26,47;26,47;74,55
734,85;35;15;45,47;45,47;75,63
734,89;27;15;37,48;37,48;76,17
734,92;24;13;34,48;34,48;76,58
734,92;15;15;27,15;25,48;76,58
734,91;11;15;24,88;21,48;76,44
734,9;12;15;21,68;22,48;76,31
734,89;10;15;20,89;20,49;76,17
734,87;8;15;20,15;18,48;75,9
734,86;11;15;21,49;21,48;75,77
734,93;35;15;45,49;45,49;76,71
734,94;17;15;27,49;27,48;76,85
734,94;15;15;26,15;25,48;76,85
734,94;15;15;23,29;25,48;76,85
734,92;8,95;15;21,15;19,43;76,58
734,9;8,09;15;19,35;18,57;76,31
734,87;6,3;15;18,63;16,77;75,9
734,84;6,05;15;18,52;16,52;75,5
734,83;11,42;15;19,17;21,88;75,36
734,81;8,4;15;19,5;18,86;75,09
734,8;11,37;15;21,89;21,82;74,96
734,78;11,77;15;22,29;22,22;74,69
734,8;13,58;15;23,24;24,02;74,96
734,79;13,59;15;24,04;24,02;74,82
734,8;13,75;15;24,76;24,18;74,96
734,79;15,33;15;25,25;25,75;74,82
734,78;15,41;15;25,38;25,83;74,69
734,81;16,06;15;25,65;26,48;75,09
734,81;14,25;15;24,66;24,65;75,09
734,85;36,35;15;46,75;46,75;75,63
734,9;16,74;15;27,14;27,14;76,31
734,92;17,72;15;27,5;28,11;76,58
734,92;16,87;15;27,9;27,26;76,58
734,94;18,15;15;29,17;28,52;76,85
734,94;18,1;15;30,15;28,48;76,85
734,96;23,1;15;33,47;33,47;77,12
735,03;37,48;15;47,85;47,85;78,07
735,11;33,6;15;43,96;43,96;79,16
735,24;52,48;15;62,84;62,84;80,92
735,36;74,09;15;84,44;84,44;82,56
735,33;70,75;15;81,1;81,1;82,16
735,29;58,91;15;69,26;69,26;81,61
735,26;49,9;15;60,24;60,24;81,2
735,23;39,91;15;50,25;50,25;80,79
735,19;37,09;15;47,43;47,43;80,24
735,17;26,27;15;36,6;36,6;79,97
735,21;25,9;15;36,23;36,23;80,52
735,24;22,79;15;33,12;33,12;80,92
735,27;20,33;15;30,51;30,66;81,34
735,28;17,42;15;28,49;27,75;81,47
735,27;15,68;15;26,87;26,01;81,34
735,27;14,57;15;25,87;24,9;81,34
735,28;14,7;15;25,57;25,04;81,47
735,28;15,31;15;25,5;25,65;81,47
735,29;15,9;15;25,67;26,24;81,61
735,3;15,31;15;25,7;25,66;81,74
735,3;15,44;15;25,4;25,79;81,74
735,3;14,84;15;24,96;25,19;81,74
735,3;13,76;15;24,52;24,12;81,74
735,3;13,7;15;23,9;24,06;81,74
735,29;13,07;15;23,31;23,43;81,61
735,29;12,32;15;22,79;22,7;81,61
735,28;11,84;15;22,05;22,22;81,47
735,27;11,13;15;21,36;21,52;81,34
735,26;9,99;15;20,56;20,38;81,2
735,24;9,6;15;19,62;19,99;80,92
735,22;8,28;15;18,87;18,69;80,65
735,2;7,09;15;18,13;17,5;80,38
735,17;7,36;15;17,46;17,78;79,97
735,14;6,28;15;17,08;16,71;79,57
735,12;6,2;15;17,16;16,64;79,29
735,08;6,33;15;17,39;16,77;78,75
735,05;7,47;15;18,45;17,92;78,34
735,03;8,45;15;19,61;18,91;78,07
735,02;11,55;15;22,01;22,01;77,93
735,1;35,07;15;45,55;45,55;79,02
735,12;23,57;15;34,05;34,05;79,29
735,12;16,84;15;28,56;27,33;79,29
735,12;13,81;15;25,83;24,31;79,29
735,11;12,03;15;22,98;22,54;79,16
735,09;10,41;15;22,1;20,92;78,88
735,09;9,26;15;21,92;19,78;78,88
735,06;12,41;15;22,05;22,93;78,48
735,05;12,92;15;23,44;23,44;78,34
735,08;25,66;15;36,2;36,2;78,75
735,16;37,48;15;48,02;48,02;79,84
735,29;52,98;15;63,53;63,53;81,61
735,35;33,99;15;44,55;44,55;82,43
735,38;27;15;37,57;37,57;82,84
735,42;22,5;15;33,07;33,07;83,38
735,44;17,31;15;28,96;27,9;83,66
735,43;15,34;15;25,76;25,92;83,52
735,42;11,57;15;24,04;22,16;83,38
735,4;9,15;15;23,57;19,75;83,11
735,38;13,88;15;23,61;24,48;82,84
735,36;14,94;15;24,63;25,54;82,56
735,43;15,49;15;26,35;26,1;83,52
735,43;16,67;15;26,3;27,28;83,52
735,43;17,71;15;25,83;28,32;83,52
735,43;13,62;15;25,03;24,24;83,52
735,43;12,54;15;23,81;23,17;83,52
735,43;11,51;15;22,15;22,14;83,52
735,41;10,54;15;21,07;21,17;83,25
735,39;9,4;15;20,19;20,04;82,97
735,37;8,18;15;19,51;18,81;82,7
735,35;8,17;15;18,87;18,8;82,43
735,33;8,07;15;18,48;18,71;82,16
735,31;7,35;15;18,15;17,99;81,88
735,29;7,42;15;17,86;18,06;81,61
735,26;6,54;15;17,56;17,19;81,2
735,24;6,73;15;17,35;17,37;80,92
735,22;6,54;15;17,06;17,19;80,65
735,2;6,3;15;18,12;16,94;80,38
735,18;5,94;15;19,69;16,58;80,11
735,16;11,84;15;21,43;22,49;79,84
735,14;14,57;15;25,22;25,22;79,57
735,2;33,24;15;43,9;43,9;80,38
735,27;36,6;15;47,26;47,26;81,34
735,32;24,38;15;35,03;35,03;82,02
735,34;18,51;15;29,17;29,17;82,29
735,34;15,51;15;26,33;26,17;82,29
735,34;12,99;15;24,71;23,65;82,29
735,33;11,76;15;23,27;22,42;82,16
735,33;11,49;15;22,42;22,15;82,16
735,33;11,31;15;21,94;21,97;82,16
735,33;11,22;15;21,55;21,88;82,16
735,33;10,62;15;20,97;21,28;82,16
735,32;9,82;15;20,75;20,48;82,02
735,31;8,56;15;20,72;19,22;81,88
735,3;10,24;15;20,93;20,9;81,74
735,29;11,04;15;21,51;21,7;81,61
735,31;11,68;15;22,53;22,34;81,88
735,31;12,71;15;23,15;23,37;81,88
735,31;13,67;15;23,84;24,33;81,88
735,31;13,37;15;24,29;24,02;81,88
735,3;14,46;15;24,39;25,12;81,74
735,32;13,96;15;24,26;24,62;82,02
735,33;13,18;15;23,72;23,84;82,16
735,33;13,06;15;22,64;23,72;82,16
735,33;10,65;15;21,55;21,31;82,16
735,31;9,07;15;20,54;19,73;81,88
735,29;8,51;15;20,17;19,16;81,61
735,28;8,14;15;20,72;18,79;81,47
735,26;11,19;15;21,74;21,84;81,2
735,25;13,4;15;23,24;24,06;81,06
735,28;14,2;15;25;24,85;81,47
735,3;15,99;15;25,54;26,64;81,74
735,31;16,96;15;25,21;27,61;81,88
735,32;13,86;15;24,59;24,52;82,02
735,32;11,79;15;23,25;22,45;82,02
735,3;11,05;15;21,6;21,71;81,74
735,29;9,3;15;20,5;19,96;81,61
735,28;8,73;15;19,79;19,39;81,47
735,26;8,34;15;19,06;18,99;81,2
735,25;8,27;15;18,63;18,92;81,06
735,23;7,36;15;18,17;18,02;80,79
735,21;7,19;15;17,69;17,84;80,52
735,19;6,4;15;17,18;17,06;80,24
735,17;5,97;15;16,63;16,63;79,97
735,27;40,77;15;51,43;51,43;81,34
735,31;23,73;15;34,39;34,39;81,88
735,4;38,13;15;48,8;48,8;83,11
735,47;32,81;15;43,48;43,48;84,07
735,51;24,94;15;35,62;35,62;84,62
735,53;19,81;15;30,49;30,49;84,89
735,54;15,21;15;26,6;25,89;85,03
735,53;12,74;15;24,34;23,42;84,89
735,53;10,92;15;22,3;21,6;84,89
735,52;9,64;15;21,14;20,32;84,76
735,51;9,59;15;20,38;20,27;84,62
735,5;9,39;15;19,88;20,07;84,48
735,49;8,94;15;19,53;19,61;84,34
735,48;8,44;15;20,15;19,11;84,21
735,47;7,9;15;21,31;18,58;84,07
735,45;12,71;15;22,61;23,38;83,79
735,43;15,2;15;25,87;25,87;83,52
735,5;32,94;15;43,61;43,61;84,48
735,62;48,64;15;59,32;59,32;86,13
735,71;40,43;15;51,11;51,11;87,37
735,75;25,75;15;36,43;36,43;87,92
735,76;17,95;15;28,63;28,63;88,05
735,75;15,47;15;26,09;26,14;87,92
735,75;12,84;15;25,2;23,51;87,92
735,73;13,26;15;24,22;23,93;87,64
735,75;13,12;15;23,72;23,78;87,92
735,76;13,08;13;23,63;23,74;88,05
735,75;12,98;14;22,98;23,64;87,92
735,75;12,4;15;22,37;23,05;87,92
735,74;10,05;15;21,69;20,7;87,78
735,73;10,09;15;21,08;20,73;87,64
735,72;9,68;15;20,74;20,32;87,5
735,7;9,96;15;20,86;20,6;87,23
735,69;10,71;15;20,96;21,34;87,09
735,68;10,67;15;20,99;21,29;86,95
735,67;10,61;15;20,82;21,23;86,82
735,66;9,88;15;20,36;20,5;86,68
735,65;9,12;15;19,89;19,73;86,54
735,63;8,46;15;19,31;19,06;86,26
735,61;8,34;15;18,85;18,94;85,99
735,6;7,72;15;18,62;18,32;85,85
735,58;7,63;15;18,38;18,22;85,58
735,56;7,97;15;18,18;18,56;85,31
735,54;7,3;15;18,2;17,87;85,03
735,53;7,36;15;18,23;17,93;84,89
735,51;7,88;15;18,12;18,45;84,62
735,49;7,8;15;18,18;18,36;84,34
735,49;7,42;15;18,21;17,98;84,34
735,46;7,63;15;18,05;18,19;83,93
735,44;7,54;15;17,96;18,09;83,66
735,42;7,08;15;17,86;17,63;83,38
735,4;7,37;15;17,71;17,91;83,11
735,38;6,93;15;17,59;17,47;82,84
735,36;6,92;15;17,48;17,45;82,56
735,33;6,96;15;17,29;17,5;82,16
