ota (m);Afluencia (m3/s);Defluencia (m3/s);Vazao Natural (m3/s);Volume Util (%);Data da Medicao
733.36;9;14;11.05;56.37;19/10/2008
733.33;6;14;10.05;56.01;20/10/2008
733.3;6;14;10.05;55.66;21/10/2008
733.28;9;14;10.04;55.42;22/10/2008
733.3;19;14;9.64;55.78;23/10/2008
733.28;9;14;9.64;55.54;24/10/2008
733.24;4;14;11.64;54.94;25/10/2008
733.21;6;14;9.63;54.58;26/10/2008
733.23;19;14;8.63;54.82;27/10/2008
733.21;9;14;11.63;54.58;28/10/2008
733.17;4;14;12.23;54.11;29/10/2008
733.19;19;14;9.23;54.34;30/10/2008
733.17;9;14;9.23;54.11;31/10/2008
733.13;4;14;10.89;53.64;01/11/2008
733.08;1;14;8.63;52.82;02/11/2008
733.08;14;14;8.03;53.05;03/11/2008
733.08;14;14;10.03;53.05;04/11/2008
733.05;6;14;14.63;52.7;05/11/2008
733.05;14;14;13.63;52.7;06/11/2008
733.09;24;14;13.03;53.17;07/11/2008
733.07;9;14;14.03;52.93;08/11/2008
733.06;11;14;14.04;52.82;09/11/2008
733.05;11;14;10.44;52.7;10/11/2008
733.05;14;14;13.04;52.7;11/11/2008
733.02;6;14;12.05;41.19;12/11/2008
733.05;22;14;11.65;52.7;13/11/2008
733.02;6;14;11.65;52.35;14/11/2008
733;9;14;9.92;52.11;15/11/2008
733;14;14;14.26;52.11;16/11/2008
733.12;45;14;45.27;53.99;17/11/2008
733.08;2.7;13;2.97;52.35;18/11/2008
733.04;2.7;13;7.26;52.58;19/11/2008
733.05;15.55;13;11.22;52.7;20/11/2008
733.07;18.21;13;13.79;52.93;21/11/2008
733.08;15.55;13;11.29;53.05;22/11/2008
733.09;15.55;13;9.7;58.17;23/11/2008
733.1;15.55;13;8.7;53.29;24/11/2008
733.1;13;13;6.51;53.29;25/11/2008
733.08;7.91;13;7.51;53.05;26/11/2008
733.06;7.79;13;6.32;52.82;27/11/2008
733.02;2.81;13;6.12;52.35;28/11/2008
732.99;5.25;13;4.73;52;29/11/2008
732.96;6.48;14;6.93;51.65;30/11/2008
732.93;5.36;13;7.34;51.3;01/12/2008
732.91;8.02;13;8.14;51.07;02/12/2008
732.89;7.91;13;8.35;50.84;03/12/2008
732.87;7.91;13;8.75;50.61;04/12/2008
732.84;5.48;13;5.75;50.27;05/12/2008
732.81;5.36;13;5.36;49.92;06/12/2008
732.76;0.62;13;4.56;49.35;07/12/2008
732.73;5.48;13;4.16;49.01;08/12/2008
732.68;0.62;13;5.57;48.44;09/12/2008
732.65;5.59;13;6.57;48.1;10/12/2008
732.65;13;13;7.37;48.1;11/12/2008
732.62;5.48;13;8.57;47.76;12/12/2008
732.61;10.57;13;9.17;47.65;13/12/2008
732.6;10.45;13;7.97;47.54;14/12/2008
732.57;5.71;13;8.18;47.2;15/12/2008
732.55;8.14;13;7.78;46.98;16/12/2008
732.52;5.71;13;7.18;46.64;17/12/2008
732.5;8.02;13;7.38;46.42;18/12/2008
732.48;8.14;13;8.18;46.2;19/12/2008
732.46;8.14;13;11.38;45.98;20/12/2008
732.46;13;13;13.18;45.98;21/12/2008
732.5;22.72;13;19.18;46.42;22/12/2008
732.52;17.98;13;25.71;46.64;23/12/2008
732.62;37.42;13;37.38;47.76;24/12/2008
732.78;52.7;13;52.38;49.58;25/12/2008
732.9;43.32;13;41.38;50.96;26/12/2008
732.97;30.71;13;26.38;51.77;27/12/2008
733.01;23.07;13;18.04;52.23;28/12/2008
733.01;13;13;13.97;52.23;29/12/2008
733.02;15.66;13;14.17;52.35;30/12/2008
733.01;0;52.23;14.4;52.23;31/12/2008
733.08;0;53.05;16.26;53.05;01/01/2009
733.11;0;53.4;17.36;53.4;02/01/2009
733.15;0;53.87;18.89;53.87;03/01/2009
733.18;0;54.23;15.81;54.23;04/01/2009
733.19;0;54.34;13.69;54.34;05/01/2009
733.2;0;54.46;10.94;54.46;06/01/2009
733.2;0;54.46;9.98;54.46;07/01/2009
733.19;0;54.34;8.87;54.34;08/01/2009
733.2;0;54.46;8.53;54.46;09/01/2009
733.19;0;54.34;8.46;54.34;10/01/2009
733.2;0;54.46;11.7;54.46;11/01/2009
733.19;0;54.34;16.01;54.34;12/01/2009
733.23;0;54.82;19.31;54.82;13/01/2009
733.32;0;55.9;23.88;55.9;14/01/2009
733.37;0;56.49;30.2;56.49;15/01/2009
733.46;0;57.58;33.5;57.58;16/01/2009
733.59;0;59.16;43.8;59.16;17/01/2009
733.63;0;59.65;21.39;59.65;18/01/2009
733.69;0;60.4;20.89;60.4;19/01/2009
733.71;0;60.65;20.09;60.65;20/01/2009
733.74;0;61.02;19.36;61.02;21/01/2009
733.74;0;61.02;18.51;61.02;22/01/2009
733.81;0;61.89;17.78;61.89;23/01/2009
733.91;0;63.15;36.18;63.15;24/01/2009
733.96;0;63.78;21.78;63.78;25/01/2009
734.05;0;64.95;29.01;64.95;26/01/2009
734.12;0;65.87;28.3;65.87;27/01/2009
734.19;0;66.8;30.48;66.8;28/01/2009
734.24;0;67.46;26.62;67.46;29/01/2009
734.32;0;68.52;24.32;68.52;30/01/2009
734.34;0;68.79;24.46;68.79;31/01/2009
734.37;0;69.19;20.5;69.19;01/02/2009
734.44;0;70.12;19.58;70.12;02/02/2009
734.42;0;69.86;21.15;69.86;03/02/2009
734.42;0;69.86;28.09;69.86;04/02/2009
734.62;0;72.53;51.59;72.53;05/02/2009
734.66;0;73.07;22.1;73.07;06/02/2009
734.71;0;73.74;23.34;73.74;07/02/2009
734.76;0;74.42;23.49;74.42;08/02/2009
734.82;0;75.23;22.3;75.23;09/02/2009
734.85;0;75.63;21.19;75.63;10/02/2009
734.87;0;75.9;16.13;75.9;11/02/2009
734.87;0;75.9;39.63;75.9;12/02/2009
735.05;0;78.34;33.44;78.34;13/02/2009
735.09;0;78.88;29.18;78.88;14/02/2009
735.17;0;79.97;28.6;79.97;15/02/2009
735.22;0;80.65;27.61;80.65;16/02/2009
735.28;0;81.47;26.12;81.47;17/02/2009
735.34;0;82.29;21.47;82.29;18/02/2009
735.35;0;82.43;20.21;82.43;19/02/2009
735.35;0;82.43;16.9;82.43;20/02/2009
735.38;0;82.84;13.95;82.84;21/02/2009
735.39;0;82.97;16.36;82.97;22/02/2009
735.4;0;83.11;17.3;83.11;23/02/2009
735.45;0;83.79;25.24;83.79;24/02/2009
735.54;0;85.03;40.05;85.03;25/02/2009
735.61;0;85.99;35.36;85.99;26/02/2009
735.68;0;86.95;29.4;86.95;27/02/2009
735.69;0;87.09;24.54;87.09;28/02/2009
735.7;0;87.23;20.98;87.23;01/03/2009
735.71;0;87.37;15.63;87.37;02/03/2009
735.7;0;87.23;14.52;87.23;03/03/2009
735.7;0;87.23;16.48;87.23;04/03/2009
735.69;0;87.09;15.31;87.09;05/03/2009
735.73;0;87.64;13.88;87.64;06/03/2009
735.72;0;87.5;15.04;87.5;07/03/2009
735.71;0;87.37;14.99;87.37;08/03/2009
735.71;0;87.37;11.85;87.37;09/03/2009
735.7;0;87.23;15.48;87.23;10/03/2009
735.69;0;87.09;19.88;87.09;11/03/2009
735.74;0;87.78;21.71;87.78;12/03/2009
735.8;0;88.6;24.68;88.6;13/03/2009
735.83;0;89.02;25.92;89.02;14/03/2009
735.87;0;89.57;26.55;89.57;15/03/2009
735.88;0;89.71;25.84;89.71;16/03/2009
735.94;0;90.54;26.92;90.54;17/03/2009
735.98;0;91.09;25.17;91.09;18/03/2009
736.03;0;91.79;28.17;91.79;19/03/2009
736.04;0;91.92;26.43;91.92;20/03/2009
736.1;0;92.75;32.61;92.75;21/03/2009
736.18;0;93.86;38.01;93.86;22/03/2009
736.2;0;94.14;20.42;94.14;23/03/2009
736.2;0;94.14;14.69;94.14;24/03/2009
736.18;0;93.86;14.2;93.86;25/03/2009
736.15;0;93.45;13.96;93.45;26/03/2009
736.13;0;93.17;13.24;93.17;27/03/2009
736.09;0;92.62;14.41;92.62;28/03/2009
736.05;0;92.06;13.59;92.06;29/03/2009
736.07;0;92.34;13.68;92.34;30/03/2009
736.06;0;92.2;11.51;92.2;31/03/2009
736.02;0;91.64;10.85;91.64;01/04/2009
736;0;91.37;9.71;91.37;02/04/2009
735.98;0;91.09;12.63;91.09;03/04/2009
735.96;0;90.81;15.51;90.81;04/04/2009
736;0;91.37;18;91.37;05/04/2009
736.04;0;91.92;19.18;91.92;06/04/2009
736.06;0;92.2;19.14;92.2;07/04/2009
736.06;0;92.2;16.72;92.2;08/04/2009
736.04;0;91.92;13.62;91.92;09/04/2009
736.04;0;91.92;10.9;91.92;10/04/2009
736.03;0;91.79;10.34;91.79;11/04/2009
736.01;0;91.51;11.52;91.51;12/04/2009
736;0;91.37;13.08;91.37;13/04/2009
736;0;91.37;13.84;91.37;14/04/2009
736.03;0;91.79;14.7;91.79;15/04/2009
736.03;0;91.79;15.22;91.79;16/04/2009
736.02;0;91.64;13.9;91.64;17/04/2009
736.02;0;91.64;11.84;91.64;18/04/2009
736;0;91.37;10.46;91.37;19/04/2009
735.99;0;91.23;10.38;91.23;20/04/2009
735.97;0;90.95;11.66;90.95;21/04/2009
735.96;0;90.81;13.62;90.81;22/04/2009
735.98;0;91.09;14.12;91.09;23/04/2009
735.99;0;91.23;15.36;91.23;24/04/2009
735.99;0;91.23;15.48;91.23;25/04/2009
735.99;0;91.23;13.12;91.23;26/04/2009
735.98;0;91.09;11.22;91.09;27/04/2009
735.96;0;90.81;10.67;90.81;28/04/2009
735.94;0;90.54;10.15;90.54;29/04/2009
735.93;0;90.4;8.75;90.4;30/04/2009
735.92;0;90.26;9.13;90.26;01/05/2009
735.89;0;89.85;9.81;89.85;02/05/2009
735.88;0;89.71;9.81;89.71;03/05/2009
735.87;0;89.57;9.21;89.57;04/05/2009
735.86;0;89.43;10.59;89.43;05/05/2009
735.84;0;89.16;10.19;89.16;06/05/2009
735.83;0;89.02;10.07;89.02;07/05/2009
735.81;0;88.74;9.95;88.74;08/05/2009
735.8;0;88.6;9.96;88.6;09/05/2009
735.79;0;88.47;9.26;88.47;10/05/2009
735.77;0;88.19;9.32;88.19;11/05/2009
735.77;0;88.19;9.42;88.19;12/05/2009
735.74;0;87.78;10.16;87.78;13/05/2009
735.72;0;87.5;10.06;87.5;14/05/2009
735.72;0;87.5;10;87.5;15/05/2009
735.7;0;87.23;9.78;87.23;16/05/2009
735.68;0;86.95;9.12;86.95;17/05/2009
735.66;0;86.68;7.86;86.68;18/05/2009
735.64;0;86.4;7.33;86.4;19/05/2009
735.61;0;85.99;6.75;85.99;20/05/2009
735.57;0;85.44;6.32;85.44;21/05/2009
735.55;0;85.17;5.67;85.17;22/05/2009
735.52;0;84.76;6.9;84.76;23/05/2009
735.49;0;84.34;8.14;84.34;24/05/2009
735.5;0;84.48;10.05;84.48;25/05/2009
735.49;0;84.34;12.33;84.34;26/05/2009
735.49;0;84.34;13.53;84.34;27/05/2009
735.5;0;84.48;11.65;84.48;28/05/2009
735.49;0;84.34;12.15;84.34;29/05/2009
735.46;0;83.93;11.43;83.93;30/05/2009
735.46;0;83.93;8.93;83.93;31/05/2009
735.45;0;83.79;8.57;83.79;01/06/2009
735.42;0;83.38;8.52;83.38;02/06/2009
735.41;0;83.25;6.7;83.25;03/06/2009
735.39;0;82.97;6.76;82.97;04/06/2009
735.37;0;82.7;7.04;82.7;05/06/2009
735.37;0;82.7;6.36;82.7;06/06/2009
735.35;0;82.43;6.5;82.43;07/06/2009
735.32;0;82.02;7.69;82.02;08/06/2009
735.3;0;81.74;8.15;81.74;09/06/2009
735.31;0;81.88;9.25;81.88;10/06/2009
735.32;0;82.02;9.67;82.02;11/06/2009
735.32;0;82.02;10.68;82.02;12/06/2009
735.31;0;81.88;9.52;81.88;13/06/2009
735.31;0;81.88;8.38;81.88;14/06/2009
735.29;0;81.61;7.15;81.61;15/06/2009
735.28;0;81.47;7.45;81.47;16/06/2009
735.26;0;81.2;6.94;81.2;17/06/2009
735.25;0;81.06;7.2;81.06;18/06/2009
735.24;0;80.92;6.77;80.92;19/06/2009
735.22;0;80.65;6.87;80.65;20/06/2009
735.2;0;80.38;6.04;80.38;21/06/2009
735.18;0;80.11;5.48;80.11;22/06/2009
735.16;0;79.84;6.85;79.84;23/06/2009
735.14;0;79.57;7.87;79.57;24/06/2009
735.15;0;79.7;7.94;79.7;25/06/2009
735.15;0;79.7;9.26;79.7;26/06/2009
735.13;0;79.43;9.25;79.43;27/06/2009
735.13;0;79.43;8.25;79.43;28/06/2009
735.11;0;79.16;7.12;79.16;29/06/2009
735.1;0;79.02;8.78;79.02;30/06/2009
735.08;0;78.75;8.17;78.75;01/07/2009
735.09;0;78.88;9.15;78.88;02/07/2009
735.08;0;78.75;8.24;78.75;03/07/2009
735.08;0;78.75;8.38;78.75;04/07/2009
735.06;0;78.48;6.65;78.48;05/07/2009
735.04;0;78.2;6.07;78.2;06/07/2009
735.02;0;77.93;5.67;77.93;07/07/2009
735.02;0;77.93;7.28;77.93;08/07/2009
735.01;0;77.79;8.38;77.79;09/07/2009
734.99;0;77.53;11.58;77.53;10/07/2009
735.17;0;79.97;62.68;79.97;11/07/2009
735.28;0;81.47;43.98;81.47;12/07/2009
735.34;0;82.29;29.78;82.29;13/07/2009
735.41;0;83.25;26.84;83.25;14/07/2009
735.43;0;83.52;18.56;83.52;15/07/2009
735.4;0;83.11;14.71;83.11;16/07/2009
735.4;0;83.11;9.33;83.11;17/07/2009
735.4;0;83.11;8.59;83.11;18/07/2009
735.39;0;82.97;8.51;82.97;19/07/2009
735.4;0;83.11;8.59;83.11;20/07/2009
735.38;0;82.84;9.13;82.84;21/07/2009
735.37;0;82.7;12.71;82.7;22/07/2009
735.38;0;82.84;16.01;82.84;23/07/2009
735.43;0;83.52;20.71;83.52;24/07/2009
735.5;0;84.48;27.44;84.48;25/07/2009
735.56;0;85.31;27.77;85.31;26/07/2009
735.65;0;86.54;37.27;86.54;27/07/2009
735.73;0;87.64;25.48;87.64;28/07/2009
735.78;0;88.33;29.21;88.33;29/07/2009
735.84;0;89.16;28.28;89.16;30/07/2009
735.88;0;89.71;40.38;89.71;31/07/2009
735.95;0;90.68;16.59;90.68;01/08/2009
735.95;0;90.68;17.92;90.68;02/08/2009
735.98;0;91.09;13.81;91.09;03/08/2009
735.95;0;90.68;12.71;90.68;04/08/2009
735.94;0;90.54;10.87;90.54;05/08/2009
735.93;0;90.4;8.52;90.4;06/08/2009
735.9;0;89.98;9.12;89.98;07/08/2009
735.89;0;89.85;9.64;89.85;08/08/2009
735.87;0;89.57;8.78;89.57;09/08/2009
735.87;0;89.57;8.7;89.57;10/08/2009
735.85;0;89.3;8.52;89.3;11/08/2009
735.82;0;88.88;8.48;88.88;12/08/2009
735.81;0;88.74;7.48;88.74;13/08/2009
735.79;0;88.47;8.32;88.47;14/08/2009
735.77;0;88.19;8.34;88.19;15/08/2009
735.76;0;88.05;8.86;88.05;16/08/2009
735.73;0;87.64;9.2;87.64;17/08/2009
735.73;0;87.64;10.26;87.64;18/08/2009
735.72;0;87.5;13.18;87.5;19/08/2009
735.72;0;87.5;15.72;87.5;20/08/2009
735.76;0;88.05;15.37;88.05;21/08/2009
735.78;0;88.33;16.69;88.33;22/08/2009
735.78;0;88.33;16.73;88.33;23/08/2009
735.79;0;88.47;14.43;88.47;24/08/2009
735.79;0;88.47;13.27;88.47;25/08/2009
735.79;0;88.47;12.76;88.47;26/08/2009
735.78;0;88.33;10.5;88.33;27/08/2009
735.76;0;88.05;9.42;88.05;28/08/2009
735.73;0;87.64;7.58;87.64;29/08/2009
735.71;0;87.37;7.54;87.37;30/08/2009
735.68;0;86.95;6.87;86.95;31/08/2009
735.67;0;86.82;9.29;86.82;01/09/2009
735.64;0;86.4;12.17;86.4;02/09/2009
735.65;0;86.54;15.15;86.54;03/09/2009
735.68;0;86.95;19.03;86.95;04/09/2009
735.7;0;87.23;21.88;87.23;05/09/2009
735.76;0;88.05;23.38;88.05;06/09/2009
735.78;0;88.33;19.68;88.33;07/09/2009
735.94;0;90.54;61.78;90.54;08/09/2009
736.05;0;92.06;45.78;92.06;09/09/2009
736.12;0;93.03;34.88;93.03;10/09/2009
736.17;0;93.73;26.01;93.73;11/09/2009
736.17;0;93.73;23.88;93.73;12/09/2009
736.16;0;93.59;21.37;93.59;13/09/2009
736.22;0;94.42;17.03;94.42;14/09/2009
736.23;0;94.56;15.65;94.56;15/09/2009
736.19;0;94;14.66;94;16/09/2009
736.19;0;94;10.54;94;17/09/2009
736.18;0;93.86;9.05;93.86;18/09/2009
736.17;0;93.73;9.89;93.73;19/09/2009
736.18;0;93.86;12.34;93.86;20/09/2009
736.18;0;93.86;15.1;93.86;21/09/2009
736.2;0;94.14;17.23;94.14;22/09/2009
736.22;0;94.42;16.87;94.42;23/09/2009
736.25;0;94.84;15.7;94.84;24/09/2009
736.25;0;94.84;13.94;94.84;25/09/2009
736.22;0;94.42;14.71;94.42;26/09/2009
736.22;0;94.42;13.03;94.42;27/09/2009
